job_id,job_title,seniority,industry,must_have_skills,nice_to_have_skills,description,responsibilities,requirements
J_001584,Customer Success Associate,Junior,Cybersecurity,"[SLA, Communication, Intercom, Customer Satisfaction]",[Troubleshooting],We are hiring a Customer Success Associate to support teams in Cybersecurity.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001585,Product Manager,Senior,Logistics,"[Stakeholder Management, Agile, Analytics, Product Strategy]",[User Research],We are hiring a Product Manager to support teams in Logistics.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001586,Operations Manager,Junior,EdTech,"[Jira, Asana, Timeline Management, Project Planning, Risk Management]",[Process Improvement],We are hiring a Operations Manager to support teams in EdTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001587,Data Analyst,Junior,Healthcare,"[Excel, SQL, A/B Testing, Pandas, Power BI]",[Data Visualization],We are hiring a Data Analyst to support teams in Healthcare.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001588,Technical Product Manager,Senior,Travel,"[Stakeholder Management, A/B Testing, Scrum]",[Roadmap],We are hiring a Technical Product Manager to support teams in Travel.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001589,Junior Accountant,Junior,SaaS,"[KPIs, Valuation, Reporting]",[Financial Modeling],We are hiring a Junior Accountant to support teams in SaaS.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001590,Sales Representative,Junior,Retail,"[Outbound Outreach, Forecasting, Discovery Calls, Pipeline Management]",[Negotiation],We are hiring a Sales Representative to support teams in Retail.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001591,Technical Support Specialist,Junior,E-commerce,"[Root Cause Analysis, Documentation, Ticketing]",[Intercom],We are hiring a Technical Support Specialist to support teams in E-commerce.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001592,Junior Accountant,Junior,Gaming,"[Accounting, Variance Analysis, Reporting, Excel]",[Cash Flow],We are hiring a Junior Accountant to support teams in Gaming.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001593,BI Analyst,Junior,Travel,"[Pandas, Python, Statistics, Excel, SQL]",[Power BI],We are hiring a BI Analyst to support teams in Travel.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001594,Technical Support Specialist,Mid,EdTech,"[Zendesk, Root Cause Analysis, Escalations]",[Communication],We are hiring a Technical Support Specialist to support teams in EdTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001595,BI Analyst,Mid,SaaS,"[Tableau, Data Visualization, Python]",[Excel],We are hiring a BI Analyst to support teams in SaaS.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001596,Operations Manager,Junior,Healthcare,"[Reporting, Asana, Timeline Management, Risk Management]",[Project Planning],We are hiring a Operations Manager to support teams in Healthcare.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001597,Account Executive,Senior,Gaming,"[Pipeline Management, CRM, Lead Generation, Outbound Outreach, Discovery Calls]",[Account Management],We are hiring a Account Executive to support teams in Gaming.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001598,Data Analyst,Senior,Retail,"[A/B Testing, Excel, Power BI]",[ETL],We are hiring a Data Analyst to support teams in Retail.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001599,Technical Product Manager,Junior,Travel,"[User Research, Analytics, PRD, Agile]",[Scrum],We are hiring a Technical Product Manager to support teams in Travel.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
